HHKey_,PsKey_,psage,psuniversityinvolvednumyears,personstatusgrad,personstatustime,hhlivingsituation,First-year,psmainmodefalltypicalaggr,HomeToMainCampusKM,Segment,hhsize,hhnumyoungerthan18,hhnumolderorequalto18,hhcarnumber,psdrivinglicenseownerflag,hhincomelevelshortname
1285,3017,22,4,UG,PT,Live with family/parents,FALSE,Walk,3,7,4,0,4,2,0,household_income_level__30000_59999
1286,8649,39,0,UG,FT,Live with partner,TRUE,Local Transit,3.75,2,4,2,2,1,1,unknown
1287,8268,64,4,UG,PT,Live with partner,FALSE,Solo Driver,43.75,8,2,0,2,2,1,unknown
1288,3329,29,0,Grad,FT,Live with roommates,TRUE,Walk,0.75,10,1,0,1,0,0,unknown
1289,2936,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,7.5,5,6,1,5,2,1,unknown
1290,3434,18,0,UG,FT,Live with family/parents,TRUE,Rideshare,20,1,4,1,3,2,0,unknown
1291,3049,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,7.75,5,6,2,4,2,0,household_income_level__60000_89999
1292,8675,32,5,Grad,FT,Live with family/parents,FALSE,Local Transit,24.5,9,3,0,3,1,0,unknown
1293,3344,28,0,UG,FT,Live with family/parents,TRUE,Local Transit,92.75,1,3,1,2,1,1,household_income_level__30000_59999
1294,8274,24,1,Grad,FT,Live with roommates,FALSE,Bike,1,10,2,0,2,0,1,household_income_level__30000_59999
1295,2959,22,0,UG,FT,Live with roommates,TRUE,Bike,0.75,2,5,0,5,0,0,household_income_level__0_29999
1296,3072,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,23.25,5,3,0,3,1,0,household_income_level__30000_59999
1297,8677,28,9,Grad,FT,Live with family/parents,FALSE,Local Transit,24.75,9,4,0,4,1,0,household_income_level__0_29999
1298,3356,18,0,UG,FT,Live alone,TRUE,Local Transit,13,2,1,0,1,0,1,unknown
1299,3449,20,2,UG,FT,Live with family/parents,FALSE,Regional Transit,23.25,5,4,0,4,2,0,household_income_level__30000_59999
1300,2979,19,0,UG,FT,Live with family/parents,TRUE,Local Transit,13.5,1,4,1,3,2,0,unknown
1301,3085,26,4,Grad,FT,Live with partner,FALSE,Walk,1.5,10,2,0,2,1,1,household_income_level__30000_59999
1302,8276,31,2,Grad,FT,Live alone,FALSE,Local Transit,5,10,1,0,1,0,1,unknown
1303,3360,21,2,UG,FT,Live alone,FALSE,Local Transit,0.5,6,1,0,1,0,1,unknown
1304,8679,24,0,Grad,FT,Live with partner,TRUE,Regional Transit,32,10,2,0,2,2,1,household_income_level__60000_89999
1305,3003,22,5,UG,FT,Live alone,FALSE,Local Transit,1,6,1,0,1,0,1,unknown
1306,3454,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,11,5,6,2,4,2,1,household_income_level__0_29999
1307,8280,42,9,Other,Other,Live with family/parents,FALSE,Local Transit,,0,2,1,1,0,1,household_income_level__120000_149999
1308,3093,21,2,UG,FT,Live with family/parents,FALSE,Local Transit,26.5,5,7,3,4,2,1,household_income_level__30000_59999
1309,3364,29,7,Grad,FT,Live with family/parents,FALSE,Solo Driver,1,9,2,0,2,1,1,household_income_level__30000_59999
1310,8693,20,2,UG,FT,Live with family/parents,FALSE,Rideshare,23.25,5,5,0,5,2,1,unknown
1311,3008,20,2,UG,FT,Live with roommates,FALSE,Walk,0.75,6,4,0,4,0,0,household_income_level__30000_59999
1312,3470,29,0,Grad,FT,Live with partner,TRUE,Walk,3,10,2,0,2,1,1,household_income_level__240000_plus
1313,8284,27,0,Grad,FT,Live with roommates,TRUE,Local Transit,14.25,10,5,0,5,0,1,household_income_level__i_dont_know
1314,3097,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,9,5,4,0,4,2,1,unknown
1315,3372,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,18.5,5,4,1,3,1,0,unknown
1316,8695,18,0,UG,FT,Live with roommates,TRUE,Walk,0.75,2,1,0,1,0,0,unknown
1317,3023,31,0,Grad,FT,Live with family/parents,TRUE,Local Transit,13.25,9,3,0,3,1,1,unknown
1318,3497,40,8,Grad,FT,Live with partner,FALSE,Regional Transit,21.25,10,2,0,2,2,1,household_income_level__0_29999
1319,3137,30,1,Grad,PT,Live with family/parents,FALSE,Solo Driver,19.25,11,5,0,5,4,1,unknown
1320,3376,20,1,UG,FT,Live with roommates,FALSE,Local Transit,4.25,6,3,0,3,0,0,unknown
1321,8294,20,2,UG,FT,Live with family/parents,FALSE,Walk,1.25,5,3,0,3,1,1,household_income_level__i_dont_know
1322,3505,60,1,UG,PT,Live with partner,FALSE,Regional Transit,67.5,8,2,0,2,4,1,unknown
1323,8705,19,2,UG,FT,Live with roommates,FALSE,Bike,0.75,6,2,0,2,0,1,unknown
1324,3400,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,15.5,1,3,1,2,1,1,unknown
1325,3036,19,2,UG,FT,Live with family/parents,FALSE,Solo Driver,5.75,5,4,0,4,3,1,household_income_level__90000_119999
1326,3513,18,0,UG,FT,Live with roommates,TRUE,Walk,0.75,2,3,0,3,1,0,unknown
1327,8300,26,1,Grad,FT,Live alone,FALSE,Local Transit,3,10,1,0,1,0,1,household_income_level__0_29999
1328,3157,19,1,UG,FT,Live with roommates,FALSE,Walk,0.75,6,2,0,2,0,0,unknown
1329,8708,25,0,Grad,PT,Live with roommates,TRUE,Bike,1.75,12,1,0,1,0,1,household_income_level__i_dont_know
1330,3412,19,0,UG,FT,Live with family/parents,TRUE,Regional Transit,39,1,3,0,3,1,0,unknown
1331,8302,23,0,Grad,FT,Live alone,TRUE,Bike,3.25,10,1,0,1,1,1,household_income_level__0_29999
1332,3525,24,5,UG,FT,Live with roommates,FALSE,Walk,1.25,6,5,0,5,2,1,unknown
1333,3052,19,1,UG,FT,Live with family/parents,FALSE,Regional Transit,26.25,5,6,2,4,2,1,unknown
1334,3424,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,15.75,5,5,0,5,3,1,unknown
1335,3166,24,0,Grad,FT,Live alone,TRUE,Local Transit,12.5,10,1,0,1,0,1,household_income_level__i_dont_know
1336,8714,28,1,Grad,FT,Live alone,FALSE,Walk,2,10,1,0,1,0,1,household_income_level__0_29999
1337,8304,29,1,Grad,FT,Live alone,FALSE,Local Transit,5,10,1,0,1,0,0,household_income_level__0_29999
1338,3443,28,8,Other,Other,Live with family/parents,FALSE,Local Transit,,0,3,0,3,2,0,unknown
1339,3056,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,14.75,5,4,0,4,1,0,unknown
1340,3545,22,3,UG,FT,Live with family/parents,FALSE,Local Transit,15.5,5,3,0,3,1,1,unknown
1341,8717,25,9,UG,FT,Live with family/parents,FALSE,Local Transit,10,5,4,0,4,0,0,household_income_level__30000_59999
1342,3170,19,1,UG,FT,Live with roommates,FALSE,Local Transit,4,6,4,2,2,0,0,unknown
1343,3455,20,2,UG,FT,Live with roommates,FALSE,Bike,1,6,6,0,6,0,1,household_income_level__0_29999
1344,8306,36,6,Grad,FT,Live with family/parents,FALSE,Regional Transit,24.25,9,3,1,2,2,1,household_income_level__90000_119999
1345,3557,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,16,5,3,1,2,1,1,household_income_level__90000_119999
1346,3092,18,0,UG,FT,Live with roommates,TRUE,Walk,1.25,2,3,0,3,2,1,household_income_level__150000_179999
1347,8725,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,4.5,5,4,1,3,1,0,unknown
1348,3186,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,15,5,3,0,3,1,1,unknown
1349,3569,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,4.75,1,2,0,2,1,0,unknown
1350,3483,18,0,UG,FT,Live with roommates,TRUE,Walk,0.5,2,6,0,6,0,0,household_income_level__60000_89999
1351,8312,25,3,UG,FT,Live with roommates,FALSE,Bike,2,6,2,0,2,0,1,household_income_level__i_dont_know
1352,3104,19,0,UG,FT,Live with family/parents,TRUE,Local Transit,18.25,1,4,2,2,1,1,unknown
1353,8733,24,1,Grad,FT,,FALSE,Walk,1.75,10,1,0,1,0,1,unknown
1354,3198,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,21,1,3,0,3,1,0,unknown
1355,3506,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,16,5,4,1,3,2,0,unknown
1356,3576,20,2,UG,FT,Live with family/parents,FALSE,Solo Driver,24,5,4,0,4,2,1,household_income_level__90000_119999
1357,8314,22,4,UG,FT,Live with roommates,FALSE,Walk,1,6,4,0,4,0,1,unknown
1358,3119,19,1,UG,FT,Live with roommates,FALSE,Local Transit,1.25,6,7,1,6,1,0,unknown
1359,8735,22,4,Grad,FT,Live with roommates,FALSE,Bike,1.25,10,3,0,3,0,1,household_income_level__i_dont_know
1360,3210,44,1,Other,Other,Live with partner,FALSE,Local Transit,13.75,0,3,0,3,1,0,unknown
1361,3522,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,22,5,3,0,3,1,1,household_income_level__30000_59999
1362,3593,25,0,Grad,FT,Live with partner,TRUE,Local Transit,13,10,2,0,2,1,1,unknown
1363,8324,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,12.25,5,3,0,3,3,1,household_income_level__150000_179999
1364,3232,21,0,Grad,FT,Live with family/parents,TRUE,Local Transit,18.5,9,3,0,3,1,1,unknown
1365,3148,59,2,Grad,PT,Live with family/parents,FALSE,Local Transit,8.5,11,2,0,2,1,1,unknown
1366,8741,21,0,UG,FT,Live alone,TRUE,Walk,0.75,2,1,0,1,0,1,unknown
1367,3601,23,1,UG,FT,Live with family/parents,FALSE,Local Transit,25.5,5,2,0,2,0,0,household_income_level__i_dont_know
1368,3535,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,7.5,5,7,1,6,1,1,household_income_level__i_dont_know
1369,8326,30,9,UG,FT,Live with family/parents,FALSE,Rideshare,5.75,5,3,0,3,2,0,household_income_level__i_dont_know
1370,3245,28,3,Grad,FT,Live with partner,FALSE,Walk,2.5,10,2,0,2,1,1,household_income_level__30000_59999
1371,3155,31,2,UG,PT,Live with partner,FALSE,Walk,1,8,3,1,2,0,1,unknown
1372,8743,21,4,UG,FT,Live with family/parents,FALSE,Solo Driver,2.75,5,5,1,4,2,1,household_income_level__150000_179999
1373,3610,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,10,1,5,1,4,1,0,unknown
1374,8336,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,9.75,1,4,1,3,1,0,household_income_level__90000_119999
1375,3563,22,2,UG,FT,Live alone,FALSE,Bike,0.75,6,1,0,1,0,1,household_income_level__i_dont_know
1376,3254,24,1,Other,Other,Live with partner,FALSE,Rideshare,2.75,0,2,0,2,1,0,unknown
1377,3168,20,2,UG,FT,Live with family/parents,FALSE,Regional Transit,,5,6,2,4,3,1,household_income_level__60000_89999
1378,3630,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,20.25,5,3,0,3,1,0,unknown
1379,3262,16,0,UG,PT,Live with family/parents,TRUE,Bike,2.25,3,2,1,1,1,0,household_income_level__30000_59999
1380,3568,20,0,UG,FT,Live with family/parents,TRUE,Regional Transit,16.5,1,4,0,4,2,1,household_income_level__i_dont_know
1381,8753,18,1,UG,FT,Live with roommates,FALSE,Walk,0.5,6,2,0,2,0,0,household_income_level__i_dont_know
1383,3641,45,0,Grad,FT,Live with family/parents,TRUE,Solo Driver,38.25,9,4,2,2,1,1,household_income_level__0_29999
1384,3192,27,0,Grad,FT,Live alone,TRUE,Walk,1.5,10,1,0,1,0,1,household_income_level__90000_119999
1385,3266,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,21.25,5,4,1,3,2,0,household_income_level__60000_89999
1386,3658,24,2,UG,FT,Live with family/parents,FALSE,Regional Transit,12.5,5,6,0,6,2,1,unknown
1387,3572,20,1,UG,FT,Live with family/parents,FALSE,Regional Transit,20.5,5,4,1,3,1,1,unknown
1388,8344,27,9,Grad,PT,Live with partner,FALSE,Walk,2.75,12,2,0,2,1,1,household_income_level__60000_89999
1389,8757,21,0,UG,FT,Live alone,TRUE,Walk,0.75,2,1,0,1,1,1,household_income_level__30000_59999
1390,3196,26,2,UG,FT,Live with family/parents,FALSE,Regional Transit,65.75,5,4,0,4,4,1,unknown
1391,3274,29,3,Grad,FT,Live with partner,FALSE,Bike,2.5,10,2,0,2,0,1,unknown
1392,3662,35,5,Grad,FT,Live alone,FALSE,Bike,1.75,10,1,0,1,0,1,household_income_level__0_29999
1393,8760,28,1,Grad,FT,Live with roommates,FALSE,Local Transit,4,10,2,0,2,0,1,household_income_level__0_29999
1394,3577,24,3,UG,FT,Live with family/parents,FALSE,Local Transit,12.5,5,3,0,3,1,1,unknown
1395,8346,23,1,Grad,FT,Live with partner,FALSE,Walk,0.75,10,2,0,2,0,1,household_income_level__30000_59999
1396,3290,19,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,0,0,household_income_level__0_29999
1397,3213,18,0,UG,FT,,TRUE,Local Transit,20.25,2,3,0,3,2,0,unknown
1398,8348,19,1,UG,FT,Live with roommates,FALSE,Walk,0.5,6,11,0,11,2,0,household_income_level__i_dont_know
1399,8764,18,0,UG,FT,Live with roommates,TRUE,Walk,0.5,2,5,1,4,0,1,unknown
1400,3686,27,1,Grad,PT,Live alone,FALSE,Solo Driver,85,12,1,0,1,1,1,household_income_level__60000_89999
1401,3611,22,0,Grad,FT,Live with family/parents,TRUE,Regional Transit,34.5,9,4,0,4,3,1,household_income_level__60000_89999
1402,3298,29,2,UG,FT,Live alone,FALSE,Walk,1.75,6,1,0,1,1,1,unknown
1403,3224,23,0,UG,FT,Live alone,TRUE,Walk,0.75,2,2,0,2,0,0,household_income_level__0_29999
1404,3690,29,4,Grad,FT,Live with partner,FALSE,Local Transit,2.5,10,2,0,2,0,1,household_income_level__150000_179999
1405,3627,28,9,Grad,FT,Live with partner,FALSE,Local Transit,1.75,10,2,0,2,0,1,household_income_level__30000_59999
1406,8773,24,1,Grad,FT,Live alone,FALSE,Local Transit,2.5,10,1,0,1,0,1,unknown
1407,8351,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,11.5,5,5,1,4,1,1,unknown
1408,3303,27,0,Grad,FT,Live with partner,TRUE,Bike,2,10,2,0,2,1,1,unknown
1409,3233,27,9,Grad,FT,Live with partner,FALSE,Local Transit,5,10,2,0,2,1,1,unknown
1410,3698,21,3,UG,FT,Live with roommates,FALSE,Bike,2.25,6,2,0,2,1,1,household_income_level__i_dont_know
1411,3655,23,1,Grad,FT,Live with roommates,FALSE,Local Transit,2.25,10,2,0,2,1,1,household_income_level__0_29999
1412,8776,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,14,5,5,0,5,2,1,household_income_level__120000_149999
1413,8353,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,3,5,2,0,2,1,1,unknown
1414,3243,22,4,UG,FT,Live with roommates,FALSE,Local Transit,2.5,6,2,0,2,1,1,unknown
1415,3251,25,0,Other,Other,Live with roommates,TRUE,Walk,1.75,0,2,0,2,1,1,unknown
1416,3311,21,4,Grad,FT,Live alone,FALSE,Walk,0.5,10,1,0,1,0,0,household_income_level__0_29999
1417,3663,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,10,5,4,0,4,1,1,household_income_level__60000_89999
1418,3702,23,4,UG,FT,Live alone,FALSE,Bike,2.5,6,1,0,1,0,1,household_income_level__i_dont_know
1419,8355,22,0,Grad,FT,Live with roommates,TRUE,Local Transit,3.25,10,2,0,2,0,1,household_income_level__60000_89999
1420,3316,22,5,UG,PT,Live with family/parents,FALSE,Regional Transit,27.25,7,3,0,3,2,1,unknown
1421,8786,23,0,UG,FT,Live with roommates,TRUE,Local Transit,2.75,2,3,0,3,0,1,unknown
1422,3707,36,9,Grad,FT,Live alone,FALSE,Bike,5.75,10,1,0,1,0,1,unknown
1423,3679,24,4,UG,PT,Live with family/parents,FALSE,Local Transit,4.5,7,2,0,2,0,0,household_income_level__0_29999
1424,3259,40,2,Grad,FT,Live alone,FALSE,Walk,1,10,1,0,1,0,1,unknown
1425,3326,23,5,Grad,FT,Live with partner,FALSE,Bike,0.75,10,2,0,2,0,1,household_income_level__90000_119999
1426,3713,23,1,UG,FT,Live with roommates,FALSE,Local Transit,1.75,6,3,0,3,0,1,household_income_level__i_dont_know
1427,8357,21,2,UG,FT,Live with roommates,FALSE,Local Transit,1.5,6,5,0,5,2,1,household_income_level__i_dont_know
1428,8792,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,22.25,1,4,0,4,2,1,unknown
1429,3263,19,0,UG,FT,Live with roommates,TRUE,Walk,0.5,2,6,1,5,0,1,household_income_level__240000_plus
1430,3683,27,1,UG,FT,Live with partner,FALSE,Walk,2.75,6,3,0,3,1,1,household_income_level__60000_89999
1431,3727,22,3,UG,FT,Live with roommates,FALSE,Walk,1,6,3,0,3,0,1,unknown
1432,8400,28,1,Grad,FT,Live alone,FALSE,Walk,1,10,1,0,1,0,1,household_income_level__0_29999
1433,3336,28,2,Grad,FT,Live alone,FALSE,Local Transit,3.25,10,1,0,1,0,1,household_income_level__0_29999
1434,8794,23,6,UG,FT,Live with family/parents,FALSE,Local Transit,3.75,5,3,0,3,1,1,household_income_level__i_dont_know
1435,3267,22,0,Grad,FT,Live with roommates,TRUE,Local Transit,2.75,10,2,0,2,0,1,unknown
1436,3689,23,1,Grad,FT,Live with roommates,FALSE,Bike,1.5,10,2,0,2,0,1,unknown
1437,3341,22,1,UG,FT,Live with roommates,FALSE,Walk,0.75,6,2,1,1,0,0,unknown
1438,8404,25,3,Grad,FT,Live with family/parents,FALSE,Bike,1.75,9,3,0,3,1,1,unknown
1439,3739,17,0,UG,FT,Live with family/parents,TRUE,Rideshare,6.5,1,3,2,1,1,1,unknown
1440,8806,19,1,UG,FT,Live with roommates,FALSE,Walk,1.25,6,1,0,1,0,1,household_income_level__i_dont_know
1441,3294,25,5,Grad,FT,Live with family/parents,FALSE,Regional Transit,58.25,9,3,0,3,3,1,household_income_level__150000_179999
1442,3697,25,7,UG,FT,Live with roommates,FALSE,Local Transit,5.75,6,3,0,3,0,1,household_income_level__0_29999
1443,3345,29,1,Grad,FT,Live with partner,FALSE,Bike,2.25,10,2,0,2,1,1,household_income_level__90000_119999
1444,8406,23,0,Grad,FT,Live alone,TRUE,Walk,1,10,1,0,1,0,1,unknown
1445,3751,21,3,UG,FT,Live alone,FALSE,Walk,0.75,6,1,0,1,0,0,household_income_level__i_dont_know
1446,8808,23,5,UG,FT,Live with partner,FALSE,Bike,3,6,2,0,2,0,0,unknown
1447,3299,23,0,Grad,FT,Live with roommates,TRUE,Walk,0.75,10,2,0,2,1,0,household_income_level__0_29999
1448,3712,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,10,5,4,1,3,2,1,household_income_level__60000_89999
1449,3349,27,1,Grad,FT,Live with partner,FALSE,Walk,0.75,10,2,0,2,0,1,household_income_level__0_29999
1450,8412,22,0,Grad,FT,Live with roommates,TRUE,Local Transit,1.25,10,7,1,6,3,1,household_income_level__i_dont_know
1451,3756,26,2,UG,FT,Live with roommates,FALSE,Walk,0.75,6,2,0,2,0,1,unknown
1452,8812,33,0,Grad,PT,Live with partner,TRUE,Walk,2,12,2,0,2,1,1,unknown
1453,3365,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,11,5,5,1,4,1,0,household_income_level__90000_119999
1454,3309,21,3,UG,FT,Live with partner,FALSE,Local Transit,6.5,6,2,0,2,0,1,unknown
1455,3717,22,4,UG,PT,Live alone,FALSE,Bike,0.75,8,1,0,1,0,0,household_income_level__0_29999
1456,3765,20,2,UG,FT,Live with family/parents,FALSE,Regional Transit,37.5,5,4,0,4,2,1,unknown
1457,8426,22,1,UG,FT,Live with partner,FALSE,Walk,1.25,6,2,0,2,0,0,unknown
1458,3369,25,8,UG,FT,Live with family/parents,FALSE,Local Transit,13.75,5,5,1,4,0,1,unknown
1459,8816,24,6,Grad,FT,Live with family/parents,FALSE,Local Transit,20,9,3,0,3,1,0,unknown
1460,3314,23,2,UG,FT,Live with family/parents,FALSE,Bike,1.75,5,2,0,2,1,1,unknown
1461,3732,34,0,Grad,PT,Live with partner,TRUE,Walk,1,12,2,0,2,0,1,household_income_level__180000_209999
1462,8428,27,2,Grad,FT,Live with partner,FALSE,Walk,1,10,3,1,2,0,0,household_income_level__30000_59999
1463,8818,20,2,UG,FT,Live with roommates,FALSE,Walk,0.5,6,5,0,5,0,1,unknown
1464,3781,55,9,Grad,FT,Live with family/parents,FALSE,Walk,1.5,9,3,0,3,0,1,unknown
1465,3374,33,2,Grad,PT,Live alone,FALSE,Local Transit,14.75,12,1,0,1,1,1,household_income_level__90000_119999
1466,3322,29,9,Grad,FT,Live with family/parents,FALSE,Regional Transit,24,9,4,0,4,3,1,household_income_level__60000_89999
1467,3737,26,0,UG,FT,Live with family/parents,TRUE,Local Transit,22,1,4,0,4,2,1,unknown
1468,3407,24,0,Grad,FT,Live with roommates,TRUE,Walk,2,10,2,0,2,0,1,household_income_level__210000_239999
1469,8436,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,5.5,1,6,1,5,1,0,unknown
1470,8820,25,0,Grad,FT,Live with partner,TRUE,Walk,0.25,10,2,0,2,0,0,household_income_level__0_29999
1471,3793,20,2,UG,FT,Live with roommates,FALSE,Walk,1,6,3,0,3,0,0,household_income_level__0_29999
1472,3763,29,3,Grad,FT,Live with roommates,FALSE,Walk,1.25,10,2,0,2,0,1,household_income_level__30000_59999
1473,3327,19,0,UG,FT,Live with roommates,TRUE,Local Transit,1.5,2,2,0,2,0,1,household_income_level__30000_59999
1474,8836,38,2,Grad,PT,Live with family/parents,FALSE,Solo Driver,6.5,11,4,2,2,2,1,unknown
1475,3411,28,9,Grad,FT,Live with family/parents,FALSE,Local Transit,11.75,9,3,0,3,2,1,household_income_level__i_dont_know
1476,8438,22,4,UG,FT,Live with roommates,FALSE,Walk,1,6,9,0,9,0,1,household_income_level__0_29999
1477,3773,20,2,UG,FT,Live with roommates,FALSE,Bike,2.75,6,3,0,3,0,1,household_income_level__0_29999
1478,3343,17,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,1,0,1,0,household_income_level__i_dont_know
1479,3798,45,0,Grad,PT,Live with family/parents,TRUE,Solo Driver,18.75,11,4,2,2,2,1,unknown
1480,3429,21,3,UG,FT,Live with roommates,FALSE,Walk,0.75,6,1,0,1,0,1,household_income_level__60000_89999
1481,8838,24,1,Grad,FT,Live alone,FALSE,Local Transit,9.75,10,1,0,1,1,1,household_income_level__0_29999
1482,3359,46,1,Grad,PT,Live with family/parents,FALSE,Solo Driver,38,11,3,1,2,2,1,unknown
1483,3821,19,1,UG,FT,Live with roommates,FALSE,Walk,2.25,6,2,0,2,0,1,unknown
1484,8840,25,7,UG,FT,Live with partner,FALSE,Rideshare,9.25,6,2,0,2,1,1,unknown
1485,8456,33,0,Grad,FT,Live with partner,TRUE,Bike,3,10,2,0,2,0,1,unknown
1486,3778,27,4,Grad,FT,Live with family/parents,FALSE,Regional Transit,31.75,9,4,0,4,2,1,household_income_level__90000_119999
1487,3433,32,6,Grad,PT,Live with family/parents,FALSE,Local Transit,15.5,11,5,0,5,3,1,unknown
1488,3363,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,1.75,5,2,0,2,1,1,household_income_level__30000_59999
1489,8460,28,0,Grad,FT,Live with roommates,TRUE,Bike,4.75,10,2,0,2,1,1,unknown
1490,3801,20,2,UG,FT,Live with family/parents,FALSE,Solo Driver,43.5,5,5,1,4,3,1,unknown
1491,3830,26,1,Grad,FT,Live with partner,FALSE,Bike,1.25,10,2,0,2,0,1,household_income_level__0_29999
1492,3437,26,1,Grad,FT,Live with roommates,FALSE,Local Transit,1.5,10,4,0,4,1,1,unknown
1493,8842,22,1,Grad,FT,Live with roommates,FALSE,Local Transit,3.25,10,2,0,2,0,1,household_income_level__i_dont_know
1494,3367,26,9,Grad,PT,Live with family/parents,FALSE,Local Transit,16.5,11,3,0,3,1,1,unknown
1495,8462,22,5,UG,FT,Live with roommates,FALSE,Walk,0.75,6,2,0,2,0,1,household_income_level__30000_59999
1496,3820,22,3,UG,FT,Live with family/parents,FALSE,Solo Driver,27,5,3,0,3,2,1,household_income_level__30000_59999
1497,3442,24,3,UG,FT,Live with partner,FALSE,Local Transit,31.75,6,2,0,2,1,0,household_income_level__i_dont_know
1498,3838,17,0,UG,FT,Live with family/parents,TRUE,Local Transit,10.5,1,5,3,2,1,0,household_income_level__i_dont_know
1499,8844,24,0,Grad,FT,Live with partner,TRUE,Local Transit,5.75,10,2,0,2,1,1,unknown
1500,8464,18,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,2,1,unknown
