,HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Dist,PD,SchoolName
86,79,69,9103,19,F,Y,O,O,S,0,7,1,0,26.23,9,-1,3.752367,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
88,3649,371,9261,18,M,Y,S,P,S,2,4,3,1,21.86,P,930,18.02177,36,HUMBER COLLEGE - NORTH CAMPUS
89,68,69,9103,20,M,N,O,O,S,0,2,2,0,42.82,W,1500,0.97324,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
90,334,69,9103,51,F,Y,G,F,P,2,3,2,0,10.41,W,1705,16.45929,8,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
91,278,69,9103,77,M,Y,O,O,P,1,1,1,0,41.13,9,-1,4.257021,6,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
92,219,69,9103,24,F,N,O,O,S,2,6,4,0,32.61,B,745,8.442875,4,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
93,104,69,9103,27,M,9,P,P,P,1,5,4,0,12.19,C,915,3.631853,2,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
96,173,69,9103,27,F,Y,S,P,S,0,2,2,0,16.52,B,1225,4.036773999999999,3,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
97,67,69,9103,22,M,Y,P,F,S,0,2,2,0,29.94,W,845,1.897934,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
98,2376,69,9103,22,M,Y,O,O,S,4,5,5,0,37.92,J,730,28.21476,31,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
100,186,69,9103,30,M,N,9,P,S,0,7,2,0,33.96,9,-1,2.957752,4,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
101,3686,69,9103,46,M,Y,P,F,P,1,5,3,1,6.73,9,-1,25.313650000000006,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
102,71,69,9103,27,M,N,O,O,S,0,7,1,0,39.99,W,1820,1.132351,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
103,41,69,9103,22,F,Y,O,O,S,0,3,2,0,26.84,W,830,1.84044,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
104,46,69,9103,29,M,Y,P,P,S,0,1,2,0,17.57,9,-1,1.297744,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
105,474,69,9103,23,M,Y,S,P,S,2,5,4,0,21.21,D,930,19.35977,12,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
106,5171,69,9103,62,F,N,O,O,P,0,2,1,0,15.99,J,645,66.1484,46,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
107,454,69,9103,20,M,Y,O,O,S,0,1,2,0,21.94,B,1315,11.743689999999999,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
108,25,69,9103,34,F,Y,P,F,P,0,4,1,0,17.89,W,1715,3.4157599999999997,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
109,2209,69,9103,31,M,Y,O,O,S,1,3,3,0,17.44,9,-1,24.16866,29,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
111,50,69,9103,24,M,Y,P,P,S,1,1,1,0,46.42,W,855,1.5870020000000002,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
112,385,371,9261,18,M,Y,S,P,S,2,5,3,0,10.78,B,1000,5.017492999999999,10,HUMBER COLLEGE - NORTH CAMPUS
113,3607,3851,9309,17,M,Y,O,O,S,1,3,2,1,17.84,B,730,4.506405,36,SHERIDAN COLLEGE - MISSISSAUGA
114,71,69,9103,22,M,Y,S,P,P,0,2,4,0,15.39,W,1000,1.132351,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
115,3678,371,9261,18,F,Y,O,O,S,3,4,5,0,50.26,B,815,21.245240000000006,36,HUMBER COLLEGE - NORTH CAMPUS
116,3654,69,9103,21,M,Y,P,P,S,2,6,4,0,42.92,B,1200,18.49537,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
118,16,69,9103,60,F,N,O,O,S,0,5,6,0,6.14,9,-1,4.123033,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
119,3418,371,9261,18,M,Y,O,O,S,2,4,3,0,22.92,9,-1,16.07141,35,HUMBER COLLEGE - NORTH CAMPUS
120,424,371,9261,31,F,Y,P,F,P,1,3,1,0,43.35,9,-1,15.612029999999999,11,HUMBER COLLEGE - NORTH CAMPUS
121,101,69,9103,20,M,Y,G,P,S,1,6,3,0,8.77,B,1405,3.679839,2,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
122,46,69,9103,33,F,Y,P,F,S,0,4,2,0,17.57,9,-1,1.297744,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
124,3380,371,9261,18,M,Y,M,P,S,1,3,4,1,26.2,9,-1,16.682370000000002,35,HUMBER COLLEGE - NORTH CAMPUS
125,369,69,9103,18,M,Y,O,O,S,0,2,2,1,55.41,B,855,20.49631,9,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
126,3670,69,9103,25,F,N,O,O,S,1,4,3,0,18.19,9,-1,16.98824,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
127,74,69,9103,23,F,Y,O,O,S,0,2,2,0,6.26,W,945,0.699414,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
128,3622,69,9103,18,M,Y,G,J,S,1,4,4,0,16.25,B,1200,18.75543,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
129,2368,69,9103,28,M,Y,O,O,S,2,5,3,0,21.18,9,-1,23.51985,31,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
130,48,69,9103,20,F,Y,O,O,S,0,1,1,0,36.75,W,905,1.199355,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
131,385,69,9103,26,M,Y,S,P,S,2,4,4,0,28.07,B,730,20.40364,10,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
132,3602,5198,9011,20,M,N,O,O,S,1,7,4,0,42.08,B,800,41.672740000000005,36,MCMASTER UNIVERSITY
133,4186,5198,9011,22,M,Y,M,P,S,2,6,3,0,57.29,9,-1,28.34698,39,MCMASTER UNIVERSITY
134,110,25,9244,29,F,N,O,O,P,0,7,1,1,13.0,9,-1,5.570017,2,GEORGE BROWN COLLEGE - ST JAMES
135,106,25,9244,39,M,Y,P,F,P,2,6,2,0,4.72,B,1700,8.261479,2,GEORGE BROWN COLLEGE - ST JAMES
136,5179,5198,9011,23,F,N,P,P,S,0,2,2,0,88.55,B,1000,4.076137,46,MCMASTER UNIVERSITY
139,3620,5198,9011,24,M,Y,O,O,S,1,6,3,1,31.44,9,-1,53.00807,36,MCMASTER UNIVERSITY
140,3616,38,9031,20,F,Y,S,J,S,3,7,4,0,13.73,9,-1,39.333890000000004,36,RYERSON POLYTECHNIC UNIVERSITY
142,25,38,9031,40,M,Y,S,F,P,1,2,1,0,12.04,9,-1,1.52949,1,RYERSON POLYTECHNIC UNIVERSITY
144,544,5198,9011,21,F,Y,O,O,S,2,2,3,1,13.35,9,-1,79.13288,14,MCMASTER UNIVERSITY
145,175,25,9244,19,M,Y,O,O,S,0,7,3,0,35.41,B,700,8.856021,3,GEORGE BROWN COLLEGE - ST JAMES
146,4039,5198,9011,18,F,Y,O,O,S,3,6,3,0,21.2,B,1025,29.90917,39,MCMASTER UNIVERSITY
147,396,38,9031,20,M,Y,O,O,S,2,5,3,0,27.21,P,700,16.93478,10,RYERSON POLYTECHNIC UNIVERSITY
148,274,38,9031,36,M,Y,P,F,P,1,5,2,1,5.22,9,-1,5.182155000000001,6,RYERSON POLYTECHNIC UNIVERSITY
149,122,5198,9011,29,F,Y,P,F,S,2,6,2,0,24.69,9,-1,59.73031,2,MCMASTER UNIVERSITY
151,553,38,9031,18,F,Y,O,O,S,1,2,3,0,16.21,B,745,18.02955,14,RYERSON POLYTECHNIC UNIVERSITY
152,5150,5198,9011,27,M,9,S,P,S,1,3,3,0,17.48,9,-1,7.384881999999998,46,MCMASTER UNIVERSITY
153,432,38,9031,32,M,Y,P,F,P,1,6,2,1,15.28,9,-1,16.726689999999998,11,RYERSON POLYTECHNIC UNIVERSITY
154,282,38,9031,18,M,N,S,P,S,2,7,3,1,26.48,B,900,4.742397,6,RYERSON POLYTECHNIC UNIVERSITY
155,37,38,9031,17,M,Y,O,O,S,0,7,0,1,8.45,9,-1,0.5361569999999999,1,RYERSON POLYTECHNIC UNIVERSITY
156,4014,5198,9011,27,M,Y,O,O,S,2,4,2,0,23.1,J,730,31.94215,39,MCMASTER UNIVERSITY
157,2351,25,9244,62,F,Y,O,O,S,0,1,1,0,30.09,B,645,17.90372,31,GEORGE BROWN COLLEGE - ST JAMES
158,21,25,9244,45,F,Y,O,O,S,0,1,1,0,28.26,B,830,2.057186,1,GEORGE BROWN COLLEGE - ST JAMES
159,90,25,9244,31,F,Y,G,F,P,1,6,2,0,16.61,9,-1,3.4932510000000003,1,GEORGE BROWN COLLEGE - ST JAMES
160,4127,5198,9011,22,M,Y,O,O,P,2,2,4,2,34.0,9,-1,35.48003,38,MCMASTER UNIVERSITY
161,428,38,9031,62,F,Y,O,O,P,2,4,2,0,8.84,9,-1,15.139729999999998,11,RYERSON POLYTECHNIC UNIVERSITY
163,42,38,9031,29,F,Y,S,F,P,0,3,2,0,17.14,9,-1,1.362023,1,RYERSON POLYTECHNIC UNIVERSITY
164,3436,38,9031,23,M,Y,G,F,P,3,6,5,0,15.67,9,-1,41.39386,35,RYERSON POLYTECHNIC UNIVERSITY
165,5232,5198,9011,45,F,Y,9,F,P,2,6,2,2,28.55,9,-1,10.93602,41,MCMASTER UNIVERSITY
166,498,25,9244,22,M,Y,O,O,S,1,4,3,0,10.73,B,1600,18.80142,13,GEORGE BROWN COLLEGE - ST JAMES
167,4173,25,9243,19,M,Y,O,O,S,4,7,4,2,3.6,G,600,56.35213,37,GEORGE BROWN COLLEGE - HOSPITALITY & TOURISM
168,24,38,9031,21,F,Y,P,P,S,0,2,2,0,127.84,W,950,1.35742,1,RYERSON POLYTECHNIC UNIVERSITY
170,337,25,9244,23,M,Y,O,O,S,3,7,4,0,14.91,B,1215,18.756310000000006,8,GEORGE BROWN COLLEGE - ST JAMES
171,463,38,9031,35,M,Y,O,O,S,1,1,2,0,20.27,B,900,13.798589999999999,11,RYERSON POLYTECHNIC UNIVERSITY
172,5084,5198,9011,20,F,Y,P,P,P,2,4,3,1,33.12,9,-1,8.661989,46,MCMASTER UNIVERSITY
173,3354,38,9031,20,F,Y,S,P,S,3,4,4,3,8.11,J,920,37.89026000000001,35,RYERSON POLYTECHNIC UNIVERSITY
174,23,38,9031,66,F,N,P,P,P,0,6,1,0,5.06,9,-1,1.111839,1,RYERSON POLYTECHNIC UNIVERSITY
175,4084,5119,9270,37,M,Y,M,F,P,2,6,2,0,12.02,9,-1,23.31448,40,MOHAWK COLLEGE - STONEY CREEK
176,3369,2667,9290,25,F,Y,9,P,S,3,7,4,1,75.75,D,800,45.7304,35,SENECA COLLEGE - KING
177,343,25,9244,24,M,Y,S,P,S,2,6,4,0,15.76,B,1030,16.372870000000002,8,GEORGE BROWN COLLEGE - ST JAMES
179,571,25,9244,18,M,Y,O,O,S,3,6,4,0,25.0,J,655,25.56536,15,GEORGE BROWN COLLEGE - ST JAMES
180,407,25,9244,19,M,9,O,O,S,1,7,4,0,4.6,P,715,17.43086,10,GEORGE BROWN COLLEGE - ST JAMES
182,485,25,9244,30,F,Y,G,F,P,4,4,4,0,28.37,9,-1,16.43998,13,GEORGE BROWN COLLEGE - ST JAMES
183,237,5198,9011,21,M,Y,O,O,S,3,6,5,0,40.96,9,-1,78.09586999999998,5,MCMASTER UNIVERSITY
185,37,38,9031,21,F,Y,P,F,P,0,1,2,0,40.35,9,-1,0.5361569999999999,1,RYERSON POLYTECHNIC UNIVERSITY
186,46,38,9031,21,M,Y,S,P,S,1,7,2,0,16.37,9,-1,1.368845,1,RYERSON POLYTECHNIC UNIVERSITY
187,5175,5198,9011,22,M,Y,S,P,S,1,2,4,0,45.11,C,1230,0.7319249999999999,46,MCMASTER UNIVERSITY
188,5175,5198,9011,27,M,Y,O,O,S,1,2,4,0,45.11,D,1500,0.7319249999999999,46,MCMASTER UNIVERSITY
189,3606,5198,9011,19,M,Y,M,P,S,3,4,6,0,76.78,9,-1,47.89135,36,MCMASTER UNIVERSITY
190,3719,25,9244,33,F,Y,G,F,P,1,3,2,0,5.34,9,-1,37.43704,36,GEORGE BROWN COLLEGE - ST JAMES
191,347,5198,9011,30,M,Y,P,F,P,1,4,2,0,19.3,D,1730,60.18279,8,MCMASTER UNIVERSITY
192,3650,38,9031,28,F,N,9,P,S,1,7,2,0,7.36,G,1115,30.71994,36,RYERSON POLYTECHNIC UNIVERSITY
193,3691,38,9031,21,M,Y,O,O,S,2,3,3,2,33.79,B,800,31.22874,36,RYERSON POLYTECHNIC UNIVERSITY
194,494,38,9031,22,F,Y,S,P,S,1,4,4,1,35.91,9,-1,20.76891,13,RYERSON POLYTECHNIC UNIVERSITY
195,2366,38,9031,21,M,Y,S,P,S,1,5,3,0,22.63,B,1100,20.29017,31,RYERSON POLYTECHNIC UNIVERSITY
196,383,38,9031,18,M,Y,O,O,S,1,7,3,0,28.13,B,600,22.600839999999998,9,RYERSON POLYTECHNIC UNIVERSITY
197,3448,25,9244,19,F,Y,O,O,S,3,7,5,1,5.57,G,650,34.30503,35,GEORGE BROWN COLLEGE - ST JAMES
198,1029,5198,9011,21,M,Y,S,F,P,2,6,4,0,10.8,9,-1,102.5234,20,MCMASTER UNIVERSITY
200,184,25,9244,19,M,N,O,O,S,2,6,3,1,60.81,B,1305,9.155414,4,GEORGE BROWN COLLEGE - ST JAMES
201,293,38,C201,19,F,N,S,P,S,1,2,3,0,19.66,B,1200,15.0305,7,GEORGE BROWN COLLEGE - RYERSON CAMPUS
202,278,38,9031,35,F,Y,P,F,P,1,4,1,0,28.59,9,-1,3.5815940000000004,6,RYERSON POLYTECHNIC UNIVERSITY
203,202,25,9244,22,F,Y,S,P,S,1,2,2,0,49.22,9,-1,5.631681,4,GEORGE BROWN COLLEGE - ST JAMES
204,366,38,9031,29,F,N,O,O,S,2,3,3,0,13.7,B,930,19.71237,9,RYERSON POLYTECHNIC UNIVERSITY
205,290,25,9244,51,F,N,G,F,P,1,4,3,0,7.39,B,1630,14.646120000000002,7,GEORGE BROWN COLLEGE - ST JAMES
207,2059,38,9031,30,F,Y,G,F,P,2,6,2,0,18.01,9,-1,25.9585,33,RYERSON POLYTECHNIC UNIVERSITY
208,3654,38,9031,19,F,Y,O,O,S,3,7,6,0,22.98,B,730,18.97318,36,RYERSON POLYTECHNIC UNIVERSITY
210,450,25,9244,32,F,Y,G,F,P,1,4,2,0,10.83,9,-1,14.725270000000002,11,GEORGE BROWN COLLEGE - ST JAMES
211,353,38,9031,20,F,Y,G,P,S,4,7,5,1,26.3,9,-1,17.321330000000003,8,RYERSON POLYTECHNIC UNIVERSITY
212,5171,5198,9011,32,M,Y,P,P,S,0,3,2,0,34.4,B,1015,4.395624,46,MCMASTER UNIVERSITY
213,248,25,9244,19,F,N,O,O,S,3,4,4,0,11.03,B,800,10.47995,6,GEORGE BROWN COLLEGE - ST JAMES
214,2428,38,9031,22,F,Y,S,P,S,2,4,4,0,138.22,9,-1,28.44568,31,RYERSON POLYTECHNIC UNIVERSITY
215,618,25,9244,26,M,N,O,O,P,1,5,5,0,31.75,9,-1,27.002340000000004,16,GEORGE BROWN COLLEGE - ST JAMES
216,229,38,9031,71,M,Y,O,O,P,1,4,3,0,16.13,9,-1,12.04033,5,RYERSON POLYTECHNIC UNIVERSITY
217,1046,38,9031,30,M,Y,M,F,P,4,3,4,0,25.09,D,1400,28.05498,20,RYERSON POLYTECHNIC UNIVERSITY
218,270,38,9031,21,M,N,O,O,S,2,6,3,0,29.41,B,1000,3.881354,6,RYERSON POLYTECHNIC UNIVERSITY
219,537,25,9244,19,F,Y,S,P,S,3,6,5,1,20.26,B,800,10.567169999999999,13,GEORGE BROWN COLLEGE - ST JAMES
220,30,38,9031,59,M,Y,S,F,P,1,7,1,1,3.89,9,-1,2.470145,1,RYERSON POLYTECHNIC UNIVERSITY
221,2108,25,9244,31,M,Y,O,O,S,4,6,5,0,14.7,D,600,26.307840000000002,33,GEORGE BROWN COLLEGE - ST JAMES
222,3417,2667,9290,24,M,Y,O,O,S,2,4,5,0,32.59,9,-1,40.06333,35,SENECA COLLEGE - KING
223,328,38,9031,20,M,N,S,P,S,1,7,3,0,20.15,W,800,16.23903,8,RYERSON POLYTECHNIC UNIVERSITY
224,564,38,9031,36,M,Y,P,F,P,2,6,4,0,23.22,B,1815,23.13804,15,RYERSON POLYTECHNIC UNIVERSITY
225,606,25,9244,22,M,N,S,P,S,1,5,3,0,12.22,9,-1,23.0445,16,GEORGE BROWN COLLEGE - ST JAMES
226,3691,38,9031,22,F,Y,P,P,S,3,4,4,2,36.24,P,1015,31.22874,36,RYERSON POLYTECHNIC UNIVERSITY
227,3688,5198,9011,18,M,N,O,O,S,1,3,2,0,51.04,B,715,45.757909999999995,36,MCMASTER UNIVERSITY
228,178,38,9031,18,F,Y,S,P,S,2,4,4,0,23.19,B,800,9.387563,3,RYERSON POLYTECHNIC UNIVERSITY
229,19,25,9244,25,F,N,S,P,S,1,7,4,2,10.82,W,805,1.7450130000000001,1,GEORGE BROWN COLLEGE - ST JAMES
230,3716,38,9031,22,M,Y,S,P,P,1,7,4,0,9.31,G,850,35.550709999999995,36,RYERSON POLYTECHNIC UNIVERSITY
231,251,25,9244,54,F,N,O,O,S,0,1,1,0,42.94,B,805,7.743137,6,GEORGE BROWN COLLEGE - ST JAMES
232,313,38,9031,20,M,Y,O,O,S,1,7,2,0,19.11,9,-1,13.413670000000002,8,RYERSON POLYTECHNIC UNIVERSITY
233,457,25,9244,20,M,Y,O,O,S,2,1,4,0,41.65,9,-1,15.54146,11,GEORGE BROWN COLLEGE - ST JAMES
234,127,25,9244,19,M,N,O,O,S,2,4,3,1,16.23,B,900,11.28508,2,GEORGE BROWN COLLEGE - ST JAMES
235,370,25,9244,22,M,Y,P,P,S,2,4,2,1,5.47,D,1200,25.07065,9,GEORGE BROWN COLLEGE - ST JAMES
236,71,25,9244,35,F,Y,O,O,S,0,3,2,0,24.27,9,-1,4.174835,1,GEORGE BROWN COLLEGE - ST JAMES
237,404,5198,9011,19,F,Y,S,P,S,2,5,5,0,21.65,9,-1,66.21653,10,MCMASTER UNIVERSITY
238,321,25,9244,24,F,Y,O,O,P,2,2,3,1,13.58,D,830,14.8883,8,GEORGE BROWN COLLEGE - ST JAMES
239,2022,25,9244,22,M,Y,O,O,S,5,6,4,0,22.62,9,-1,32.3126,33,GEORGE BROWN COLLEGE - ST JAMES
240,120,38,9031,30,F,Y,O,O,S,2,6,2,0,29.05,B,1000,8.580473,2,RYERSON POLYTECHNIC UNIVERSITY
241,2608,38,9031,18,F,Y,G,P,S,3,6,3,1,22.48,G,715,47.25921,27,RYERSON POLYTECHNIC UNIVERSITY
242,184,25,9244,50,M,Y,S,F,P,1,7,2,0,8.72,B,1720,9.155414,4,GEORGE BROWN COLLEGE - ST JAMES
243,2053,25,9244,21,F,Y,O,O,S,3,6,4,3,11.07,J,720,32.69045,33,GEORGE BROWN COLLEGE - ST JAMES
244,3439,38,9031,19,F,Y,O,O,S,2,3,3,1,16.3,9,-1,38.94505,35,RYERSON POLYTECHNIC UNIVERSITY
245,100,25,9244,22,M,Y,O,O,S,1,4,4,0,123.57,B,1000,5.5866739999999995,2,GEORGE BROWN COLLEGE - ST JAMES
246,3429,38,9031,18,M,Y,O,O,S,2,3,3,0,31.63,9,-1,37.83978,35,RYERSON POLYTECHNIC UNIVERSITY
248,264,38,9031,23,M,Y,O,O,S,2,7,4,0,38.03,D,845,6.031485,6,RYERSON POLYTECHNIC UNIVERSITY
249,2203,5198,9011,21,M,Y,G,P,S,2,6,4,0,24.37,9,-1,85.17343000000001,29,MCMASTER UNIVERSITY
250,515,38,9031,21,F,Y,O,O,S,2,4,4,0,39.96,9,-1,18.437330000000006,13,RYERSON POLYTECHNIC UNIVERSITY
251,65,25,9244,33,F,Y,O,O,S,1,4,2,1,22.49,B,730,1.850834,1,GEORGE BROWN COLLEGE - ST JAMES
252,90,38,9031,21,M,N,P,F,S,0,5,3,1,20.96,9,-1,3.5745419999999997,1,RYERSON POLYTECHNIC UNIVERSITY
253,2440,5198,E0436,45,M,Y,S,P,S,1,2,2,0,12.56,B,605,101.6535,31,INSTITUTE FOR APPLIED HEALTH SCIENCES - MOHAWK/MCMASTER
254,204,25,9244,22,F,Y,S,J,S,1,2,1,0,39.42,B,1240,4.941162,4,GEORGE BROWN COLLEGE - ST JAMES
255,74,38,9031,27,F,N,S,F,P,0,2,2,0,22.12,B,1805,2.3140080000000003,1,RYERSON POLYTECHNIC UNIVERSITY
256,3644,5198,9011,21,F,Y,O,O,S,1,3,2,0,12.25,J,900,39.05106,36,MCMASTER UNIVERSITY
257,2236,38,9031,22,M,Y,O,O,S,1,2,2,0,18.62,B,1100,28.23945,29,RYERSON POLYTECHNIC UNIVERSITY
258,5207,5198,E0436,25,F,Y,O,O,S,3,5,3,0,61.91,D,1330,3.644809,42,INSTITUTE FOR APPLIED HEALTH SCIENCES - MOHAWK/MCMASTER
259,259,25,9244,36,F,Y,P,F,S,2,6,2,2,24.08,B,800,7.602241999999999,6,GEORGE BROWN COLLEGE - ST JAMES
260,184,25,9244,24,M,Y,S,P,S,0,2,3,0,25.38,B,830,9.155414,4,GEORGE BROWN COLLEGE - ST JAMES
262,2363,5198,9011,23,F,Y,P,F,S,1,7,2,0,43.67,9,-1,84.67016000000002,31,MCMASTER UNIVERSITY
264,3648,371,384,22,F,Y,O,O,S,3,7,4,0,20.3,D,730,20.91687,36,UNIVERSITY OF GUELPH AT HUMBER
265,454,69,9103,34,F,Y,P,P,S,1,3,1,1,11.6,B,830,11.743689999999999,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
266,15,69,9103,21,F,N,G,P,S,1,2,3,0,10.62,P,1000,4.434583,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
268,3337,69,9103,20,M,Y,O,O,S,3,7,5,0,15.56,B,900,29.70872,35,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
270,1186,69,9103,23,F,Y,O,O,S,2,7,3,0,16.46,D,1010,52.10602,23,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
271,3355,371,9261,21,M,N,S,P,S,1,7,4,0,36.09,B,900,12.80688,35,HUMBER COLLEGE - NORTH CAMPUS
272,2440,69,9103,19,M,N,O,O,S,2,6,3,1,12.95,9,-1,36.17311,31,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
273,281,69,9103,38,F,Y,P,F,P,1,5,2,0,20.3,9,-1,6.1052040000000005,6,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
274,48,69,9103,23,F,Y,O,O,S,1,2,2,0,28.93,W,815,1.199355,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
275,2126,69,9103,22,M,Y,O,O,S,2,6,3,1,52.24,9,-1,18.94397,33,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
276,177,69,9103,22,F,N,O,O,S,2,5,4,0,31.92,B,1000,6.746917,3,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
277,90,69,9103,21,M,N,O,O,S,0,4,3,0,9.0,B,930,3.0967340000000005,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
278,4190,3851,9309,44,F,Y,G,F,P,1,3,1,2,13.07,9,-1,30.362890000000004,40,SHERIDAN COLLEGE - MISSISSAUGA
279,104,69,9103,25,F,9,O,O,S,1,5,4,0,12.19,9,-1,3.631853,2,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
280,114,69,9103,27,F,Y,P,F,P,0,4,1,0,32.57,9,-1,4.981547000000001,2,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
281,40,371,9261,23,F,N,G,F,P,0,4,2,0,23.42,9,-1,22.95637,1,HUMBER COLLEGE - NORTH CAMPUS
282,319,371,9261,37,F,Y,P,J,P,2,5,2,3,21.79,9,-1,12.22597,8,HUMBER COLLEGE - NORTH CAMPUS
283,3346,371,9261,24,M,Y,O,O,S,3,1,4,0,42.62,D,1100,18.549210000000002,35,HUMBER COLLEGE - NORTH CAMPUS
284,2378,69,9103,21,F,Y,O,O,S,1,6,4,1,18.31,J,635,31.1895,31,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
285,483,69,9103,19,M,Y,O,O,S,1,2,4,2,25.8,B,1045,15.990820000000001,12,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
286,123,371,9261,35,F,Y,G,P,S,1,5,2,0,19.54,B,730,15.53384,2,HUMBER COLLEGE - NORTH CAMPUS
287,382,371,9261,20,M,Y,O,O,S,2,4,3,0,29.09,B,930,3.758079,9,HUMBER COLLEGE - NORTH CAMPUS
288,46,69,9103,21,M,Y,O,O,S,0,1,2,0,35.89,9,-1,1.297744,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
289,2243,69,9103,17,M,9,O,O,S,1,7,1,1,19.99,9,-1,25.96162,29,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
290,99,69,9103,33,F,Y,P,P,S,0,4,2,0,29.54,9,-1,4.045104,2,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
291,364,69,9103,22,F,Y,S,P,S,2,3,2,0,15.36,9,-1,16.79151,9,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
292,443,69,9103,34,F,Y,P,F,P,1,6,2,1,18.29,W,1745,13.29974,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
293,2425,69,9103,18,F,Y,O,O,S,2,2,3,0,30.08,B,630,26.01134,31,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
294,450,69,9103,27,M,Y,P,P,S,1,2,2,0,13.42,9,-1,13.409070000000002,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
295,472,69,9103,18,F,Y,O,O,S,1,4,3,0,18.3,B,1000,20.41194,12,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
297,51,69,9103,22,F,Y,O,O,S,1,1,2,0,36.03,9,-1,1.2687540000000002,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
298,41,69,9103,28,F,Y,P,P,S,0,4,2,0,27.78,W,830,1.84044,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
299,3664,371,9261,29,M,Y,S,P,S,3,7,3,0,30.88,D,1000,23.92206,36,HUMBER COLLEGE - NORTH CAMPUS
300,46,69,9103,32,F,N,O,O,S,0,2,2,0,17.57,W,815,1.297744,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
301,154,371,9261,21,M,Y,S,P,S,4,6,8,1,11.72,9,-1,12.45955,3,HUMBER COLLEGE - NORTH CAMPUS
302,3459,371,9261,23,M,Y,S,P,S,4,5,5,0,55.57,9,-1,22.87155,35,HUMBER COLLEGE - NORTH CAMPUS
303,3369,371,9261,43,M,Y,P,F,P,4,6,5,1,32.1,9,-1,19.61652,35,HUMBER COLLEGE - NORTH CAMPUS
304,2098,371,9261,22,M,Y,O,O,S,2,6,3,0,22.31,B,1110,18.08313,33,HUMBER COLLEGE - NORTH CAMPUS
305,2142,69,9103,20,F,N,O,O,S,1,5,3,0,40.56,B,900,17.45699,33,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
307,173,69,9103,22,F,Y,S,P,P,0,2,2,0,15.82,B,900,4.036773999999999,3,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
